valid_time_utc,hydrograph_state,current_stage_ft,r1_ft_per_hr,r3_ft_per_hr,r6_ft_per_hr,max_r3_so_far_ft_per_hr,max_r6_so_far_ft_per_hr,momentum_r1_minus_r3,elapsed_hr_since_rise_start,most_likely_crest_ft,regression_projected_crest_ft,decision_crest_v3_ft,near_crest_taper_applied,near_crest_taper_cap_ft,confidence,decision_method
2026-06-22T06:00:00+00:00,FALLING_OR_RECESSION,16.01,-0.23,-0.203,-0.172,0.0,0.0,-0.027,0.0,21.24,16.01,16.01,False,,HIGH,FALLING_OR_RECESSION_HYDROGRAPH_BASELINE
